InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country
568668,84510A,SET OF 4 ENGLISH ROSE COASTERS,3,1.25,15750.0,United Kingdom
569580,22187,GREEN CHRISTMAS TREE CARD HOLDER,3,1.95,15039.0,United Kingdom
572567,23281,FOLDING BUTTERFLY MIRROR RED,12,0.83,12398.0,Switzerland
573094,84050,PINK HEART SHAPE EGG FRYING PAN,4,1.65,15707.0,United Kingdom
569110,20972,PINK CREAM FELT CRAFT TRINKET BOX,12,1.25,17675.0,United Kingdom
569220,20712,JUMBO BAG WOODLAND ANIMALS,1,2.08,16007.0,United Kingdom
567899,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2.95,14911.0,EIRE
544340,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,24,2.1,12527.0,Germany
568369,23240,SET OF 4 KNICK KNACK TINS DOILY,1,4.15,16710.0,United Kingdom
566033,23296,SET OF 6 TEA TIME BAKING CASES,1,1.25,16031.0,United Kingdom
540345,70006,LOVE HEART POCKET WARMER,12,1.65,14299.0,United Kingdom
575846,84559A,3D SHEET OF DOG STICKERS,18,0.85,17364.0,United Kingdom
568791,22560,TRADITIONAL MODELLING CLAY,24,1.25,16650.0,United Kingdom
574696,23500,KEY RING BASEBALL BOOT ASSORTED,20,1.25,13634.0,United Kingdom
549234,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,1,2.1,16515.0,United Kingdom
552725,23203,JUMBO BAG DOILEY PATTERNS,10,1.95,13418.0,United Kingdom
564328,23200,JUMBO BAG PEARS,10,2.08,12662.0,Germany
543162,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,4.95,17507.0,United Kingdom
545345,21041,RED RETROSPOT OVEN GLOVE DOUBLE,6,2.95,14180.0,United Kingdom
581325,22966,GINGERBREAD MAN COOKIE CUTTER,2,1.25,15877.0,United Kingdom
570791,21804,WHITE CHRISTMAS GARLAND STARS TREES,1,3.75,17346.0,United Kingdom
569228,22621,TRADITIONAL KNITTING NANCY,1,1.65,15547.0,United Kingdom
564049,21179,NO JUNK MAIL METAL SIGN,1,0.39,17585.0,United Kingdom
551054,22544,MINI JIGSAW SPACEBOY,24,0.42,12429.0,Austria
550106,20719,WOODLAND CHARLOTTE BAG,1,0.85,13772.0,United Kingdom
567182,23355,HOT WATER BOTTLE KEEP CALM,6,4.95,13334.0,United Kingdom
578488,22551,PLASTERS IN TIN SPACEBOY,5,1.65,12784.0,Portugal
555562,22352,LUNCH BOX WITH CUTLERY RETROSPOT,1,2.55,17841.0,United Kingdom
566488,23174,REGENCY SUGAR BOWL GREEN,4,4.15,12940.0,United Kingdom
564335,21179,NO JUNK MAIL METAL SIGN,4,0.39,15800.0,United Kingdom
581166,22621,TRADITIONAL KNITTING NANCY,3,1.65,15525.0,United Kingdom
554513,22659,LUNCH BOX I LOVE LONDON,24,1.95,14057.0,United Kingdom
567662,23207,LUNCH BAG ALPHABET DESIGN,4,1.65,17758.0,United Kingdom
570082,POST,POSTAGE,7,18.0,12524.0,Germany
550504,22635,CHILDS BREAKFAST SET DOLLY GIRL,2,9.95,16654.0,United Kingdom
544942,84997D,CHILDRENS CUTLERY POLKADOT PINK,8,4.15,15544.0,United Kingdom
537844,22112,CHOCOLATE HOT WATER BOTTLE,1,4.95,17999.0,United Kingdom
563698,22904,CALENDAR PAPER CUT DESIGN,6,2.95,14667.0,United Kingdom
578035,22333,RETROSPOT PARTY BAG + STICKER SET,48,1.45,16422.0,United Kingdom
578977,90186B,CRYSTAL HOOP EARRING FLORAL LEAF,2,2.95,17231.0,United Kingdom
563091,22507,MEMO BOARD RETROSPOT  DESIGN,4,4.95,12994.0,United Kingdom
579465,23342,MINT DINER WALL CLOCK,1,8.5,15790.0,United Kingdom
574683,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,3.75,16372.0,United Kingdom
544450,21789,KIDS RAIN MAC PINK,1,0.85,17811.0,United Kingdom
566647,22090,PAPER BUNTING RETROSPOT,1,2.95,18001.0,United Kingdom
556106,22077,6 RIBBONS RUSTIC CHARM,3,1.65,14056.0,United Kingdom
575003,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,4.95,15950.0,United Kingdom
570507,23433,HANGING QUILTED PATCHWORK APPLES,12,0.83,16561.0,United Kingdom
541845,21658,GLASS  BEURRE DISH,1,3.95,15167.0,United Kingdom
560415,22988,SOLDIERS EGG CUP,12,1.25,15152.0,United Kingdom
539105,22617,BAKING SET SPACEBOY DESIGN,3,4.95,14825.0,United Kingdom
575167,23570,TRADITIONAL PICK UP STICKS GAME,12,1.25,15153.0,United Kingdom
537484,72130,COLUMBIAN CANDLE ROUND,36,0.53,14733.0,United Kingdom
571300,22629,SPACEBOY LUNCH BOX,12,1.95,14262.0,United Kingdom
572030,23424,GINGHAM RECIPE BOOK BOX,4,4.95,14923.0,United Kingdom
566286,22902,TOTE BAG I LOVE LONDON,12,2.1,14057.0,United Kingdom
561037,23545,WRAP RED DOILEY,25,0.42,12472.0,Germany
562258,20979,36 PENCILS TUBE RED RETROSPOT,2,1.25,16348.0,United Kingdom
580981,20724,RED RETROSPOT CHARLOTTE BAG,10,0.85,16201.0,United Kingdom
561933,22670,FRENCH WC SIGN BLUE METAL,12,1.25,12949.0,United Kingdom
543130,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,1.95,16997.0,United Kingdom
567474,82583,HOT BATHS METAL SIGN,4,2.1,13448.0,United Kingdom
567462,22189,CREAM HEART CARD HOLDER,1,3.95,14446.0,United Kingdom
557311,22297,HEART IVORY TRELLIS SMALL,6,1.25,15700.0,United Kingdom
541218,90125A,PINK BERTIE GLASS BEAD BAG CHARM,12,0.85,16638.0,United Kingdom
542506,22896,PEG BAG APPLES DESIGN,12,2.55,16523.0,United Kingdom
571824,22865,HAND WARMER OWL DESIGN,24,2.1,12472.0,Germany
579196,22470,HEART OF WICKER LARGE,1,5.79,14096.0,United Kingdom
568301,20971,PINK BLUE FELT CRAFT TRINKET BOX,1,1.25,16383.0,United Kingdom
557484,23078,ICE CREAM PEN LIP GLOSS,24,1.25,14796.0,United Kingdom
548452,22730,ALARM CLOCK BAKELIKE IVORY,4,3.75,13060.0,United Kingdom
550834,21524,DOORMAT SPOTTY HOME SWEET HOME,1,7.95,14730.0,United Kingdom
560253,21155,RED RETROSPOT PEG BAG,12,2.55,13993.0,United Kingdom
560249,23109,PACK OF SIX LED TEA LIGHTS,6,2.89,17571.0,United Kingdom
573545,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,4.95,16969.0,United Kingdom
540349,22614,PACK OF 12 SPACEBOY TISSUES,24,0.29,15379.0,United Kingdom
570488,21112,SWISS ROLL TOWEL PINK  SPOTS,2,5.79,14096.0,United Kingdom
564733,23191,BUNDLE OF 3 RETRO NOTE BOOKS,4,1.65,17841.0,United Kingdom
566759,21174,POTTERING IN THE SHED METAL SIGN,12,2.08,16210.0,United Kingdom
568152,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,4,8.95,16480.0,United Kingdom
553859,84984A,GREEN PEONY CUSHION COVER,4,4.65,14505.0,United Kingdom
568686,22728,ALARM CLOCK BAKELIKE PINK,1,3.75,16115.0,United Kingdom
554275,22564,ALPHABET STENCIL CRAFT,2,1.25,14903.0,United Kingdom
574082,23583,LUNCH BAG PAISLEY PARK,5,1.65,16205.0,United Kingdom
580030,23353,6 GIFT TAGS VINTAGE CHRISTMAS,12,0.83,12951.0,United Kingdom
541262,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2,3.75,18069.0,United Kingdom
544278,22526,WHEELBARROW FOR CHILDREN,1,12.75,15382.0,United Kingdom
571289,23035,DRAWER KNOB CERAMIC IVORY,2,1.45,15113.0,United Kingdom
574960,23200,JUMBO BAG PEARS,10,2.08,17091.0,United Kingdom
570479,21987,PACK OF 6 SKULL PAPER CUPS,10,0.65,17589.0,United Kingdom
550313,48138,DOORMAT UNION FLAG,2,7.95,12681.0,France
552298,22082,RIBBON REEL STRIPES DESIGN,10,1.65,14507.0,United Kingdom
563256,22130,PARTY CONE CHRISTMAS DECORATION,12,0.85,18143.0,United Kingdom
578277,21731,RED TOADSTOOL LED NIGHT LIGHT,3,1.65,12723.0,France
547987,21039,RED RETROSPOT SHOPPING BAG,6,2.55,17428.0,United Kingdom
537034,22746,POPPY'S PLAYHOUSE LIVINGROOM,6,2.1,13081.0,United Kingdom
575681,23103,JINGLE BELL HEART DECORATION,1,1.65,16903.0,United Kingdom
539247,79321,CHILLI LIGHTS,24,4.25,15311.0,United Kingdom
568346,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,1,4.13,14096.0,United Kingdom
575905,21791,VINTAGE HEADS AND TAILS CARD GAME,12,1.25,13732.0,United Kingdom
560807,23203,JUMBO BAG DOILEY PATTERNS,10,2.08,18143.0,United Kingdom
573749,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,0.72,17389.0,United Kingdom
575091,20725,LUNCH BAG RED RETROSPOT,10,1.65,17160.0,United Kingdom
559297,23308,SET OF 60 VINTAGE LEAF CAKE CASES,12,0.55,16743.0,United Kingdom
575041,22905,CALENDAR IN SEASON DESIGN,1,2.95,17289.0,United Kingdom
576094,22556,PLASTERS IN TIN CIRCUS PARADE,12,1.65,16401.0,United Kingdom
567384,82583,HOT BATHS METAL SIGN,48,2.39,17450.0,United Kingdom
536798,21874,GIN AND TONIC MUG,6,1.25,17838.0,United Kingdom
575323,85230B,CINNAMON SCENTED VOTIVE CANDLE,24,0.29,15392.0,United Kingdom
561355,23010,CIRCUS PARADE BABY GIFT SET,6,14.95,13090.0,United Kingdom
537781,22556,PLASTERS IN TIN CIRCUS PARADE,1,1.65,17341.0,United Kingdom
560937,21558,SKULL LUNCH BOX WITH CUTLERY,1,2.55,17920.0,United Kingdom
577812,21577,SAVE THE PLANET COTTON TOTE BAG,6,2.25,16956.0,United Kingdom
540834,22488,NATURAL SLATE RECTANGLE CHALKBOARD,24,1.65,14733.0,United Kingdom
542238,22364,GLASS JAR DIGESTIVE BISCUITS,6,2.95,12591.0,Italy
538807,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2.95,17194.0,United Kingdom
577476,22741,FUNKY DIVA PEN,48,0.85,12540.0,Spain
566314,23351,ROLL WRAP 50'S CHRISTMAS,12,1.25,15358.0,United Kingdom
577155,21874,GIN AND TONIC MUG,12,1.65,13050.0,United Kingdom
579499,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,1.25,17682.0,United Kingdom
569533,23320,GIANT 50'S CHRISTMAS CRACKER,4,2.89,16374.0,United Kingdom
571180,23074,EMBOSSED HEART TRINKET BOX,12,2.08,15498.0,United Kingdom
571669,22997,TRAVEL CARD WALLET UNION JACK,15,0.42,17758.0,United Kingdom
544695,22838,3 TIER CAKE TIN RED AND CREAM,3,14.95,14276.0,United Kingdom
573996,23534,WALL ART STOP FOR TEA,3,5.95,16747.0,United Kingdom
540827,85175,CACTI T-LIGHT CANDLES,32,0.42,17569.0,United Kingdom
568791,22421,LIPSTICK PEN FUSCHIA,12,0.42,16650.0,United Kingdom
575756,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,1.45,18118.0,United Kingdom
565768,20725,LUNCH BAG RED RETROSPOT,30,1.65,14040.0,United Kingdom
576172,23355,HOT WATER BOTTLE KEEP CALM,24,4.15,15482.0,United Kingdom
536796,22906,12 MESSAGE CARDS WITH ENVELOPES,1,1.65,15574.0,United Kingdom
570455,22745,POPPY'S PLAYHOUSE BEDROOM,1,2.1,14529.0,United Kingdom
568154,23322,LARGE WHITE HEART OF WICKER,1,2.95,13787.0,United Kingdom
545574,21154,RED RETROSPOT OVEN GLOVE,6,1.25,13959.0,United Kingdom
577174,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2,1.25,17841.0,United Kingdom
573501,21520,BOOZE & WOMEN GREETING CARD,24,0.42,18055.0,United Kingdom
568191,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,4,4.95,16655.0,United Kingdom
544177,20774,GREEN FERN NOTEBOOK,1,1.65,13001.0,United Kingdom
566431,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2.95,18180.0,United Kingdom
566592,23266,SET OF 3 WOODEN STOCKING DECORATION,12,1.25,15201.0,United Kingdom
566720,22423,REGENCY CAKESTAND 3 TIER,4,12.75,13634.0,United Kingdom
578995,85204,HANGING WOOD AND FELT FLOWER,6,0.12,15861.0,United Kingdom
557673,21754,HOME BUILDING BLOCK WORD,3,5.95,16180.0,United Kingdom
543114,22072,RED RETROSPOT TEA CUP AND SAUCER,8,3.75,14156.0,EIRE
552883,21975,PACK OF 60 DINOSAUR CAKE CASES,120,0.42,14646.0,Netherlands
574559,23209,LUNCH BAG VINTAGE DOILY,5,1.65,14056.0,United Kingdom
574710,23399,HOME SWEET HOME HANGING HEART,3,0.85,15427.0,United Kingdom
547103,75049L,LARGE CIRCULAR MIRROR MOBILE,192,0.85,15218.0,United Kingdom
580529,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2.95,14658.0,United Kingdom
544153,21169,YOU'RE CONFUSING ME METAL SIGN,2,1.69,15356.0,United Kingdom
543548,22918,HERB MARKER PARSLEY,12,0.65,13706.0,United Kingdom
569144,21088,SET/6 FRUIT SALAD PAPER CUPS,5,0.19,17227.0,United Kingdom
545038,21169,YOU'RE CONFUSING ME METAL SIGN,2,1.69,13684.0,United Kingdom
576778,23131,MISTLETOE HEART WREATH CREAM,1,4.15,16085.0,United Kingdom
564544,21263,GREEN GOOSE FEATHER TREE 60CM,12,1.95,15663.0,United Kingdom
565181,21703,BAG 125g SWIRLY MARBLES,480,0.42,17381.0,United Kingdom
565648,23437,50'S CHRISTMAS GIFT BAG LARGE,3,1.25,18196.0,United Kingdom
577010,23202,JUMBO BAG VINTAGE LEAF,1,2.08,15506.0,United Kingdom
580029,22193,RED DINER WALL CLOCK,24,7.65,15380.0,United Kingdom
554147,21746,SMALL RED RETROSPOT WINDMILL,12,1.25,12423.0,Belgium
564742,23329,DECORATIVE WICKER HEART LARGE,1,1.65,17346.0,United Kingdom
540975,22667,RECIPE BOX RETROSPOT,2,2.95,14040.0,United Kingdom
577121,22197,POPCORN HOLDER,12,0.85,12681.0,France
566599,21524,DOORMAT SPOTTY HOME SWEET HOME,1,8.25,15998.0,United Kingdom
566094,20679,EDWARDIAN PARASOL RED,1,5.95,17965.0,United Kingdom
540247,22191,IVORY DINER WALL CLOCK,1,8.5,15464.0,United Kingdom
567856,22466,FAIRY TALE COTTAGE NIGHT LIGHT,6,1.95,14077.0,United Kingdom
537219,22196,SMALL HEART MEASURING SPOONS,8,0.85,14081.0,United Kingdom
547019,22383,LUNCH BAG SUKI DESIGN,5,1.65,17841.0,United Kingdom
581146,21989,PACK OF 20 SKULL PAPER NAPKINS,2,0.85,17602.0,United Kingdom
543470,22530,MAGIC DRAWING SLATE DOLLY GIRL,24,0.42,16951.0,United Kingdom
563444,84912A,PINK ROSE WASHBAG,2,3.75,16033.0,United Kingdom
576590,22838,3 TIER CAKE TIN RED AND CREAM,8,12.75,16240.0,United Kingdom
542932,22083,PAPER CHAIN KIT RETROSPOT,12,2.95,13089.0,United Kingdom
537680,22029,SPACEBOY BIRTHDAY CARD,24,0.42,13599.0,United Kingdom
580757,23535,WALL ART BICYCLE SAFETY,4,5.95,13709.0,United Kingdom
577756,22716,CARD CIRCUS PARADE,12,0.42,15115.0,United Kingdom
555108,23080,RED METAL BOX TOP SECRET,4,8.25,18231.0,United Kingdom
541521,21498,RED RETROSPOT WRAP,25,0.42,15298.0,United Kingdom
552257,23153,ZINC SWEETHEART WIRE LETTER RACK,10,3.75,16923.0,United Kingdom
562605,90070,RUBY GLASS CLUSTER BRACELET,3,5.95,12530.0,Germany
571069,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,2,2.1,13668.0,United Kingdom
575918,21012,ANTIQUE ALL GLASS CANDLESTICK,4,2.1,17191.0,United Kingdom
554697,21907,I'M ON HOLIDAY METAL SIGN,1,2.1,14584.0,United Kingdom
573993,22960,JAM MAKING SET WITH JARS,6,4.25,16790.0,United Kingdom
544332,21385,IVORY HANGING DECORATION  HEART,24,0.85,17419.0,United Kingdom
579012,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,7.95,15511.0,United Kingdom
555810,21770,OPEN CLOSED METAL SIGN,2,4.95,17091.0,United Kingdom
546992,15036,ASSORTED COLOURS SILK FAN,600,0.65,16684.0,United Kingdom
547883,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,1.25,14755.0,United Kingdom
538849,85014B,RED RETROSPOT UMBRELLA,4,5.95,14415.0,United Kingdom
579196,21912,VINTAGE SNAKES & LADDERS,1,7.46,14096.0,United Kingdom
574093,22435,SET OF 9 HEART SHAPED BALLOONS,12,1.25,12437.0,France
580305,23504,PLAYING CARDS JUBILEE UNION JACK,1,1.25,12970.0,United Kingdom
541430,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,24,1.25,12356.0,Portugal
545415,20713,JUMBO BAG OWLS,10,1.95,15641.0,United Kingdom
537399,22815,CARD PSYCHEDELIC APPLES,12,0.42,13030.0,United Kingdom
546784,22429,ENAMEL MEASURING JUG CREAM,4,4.25,18189.0,United Kingdom
553487,23300,GARDENERS KNEELING PAD CUP OF TEA,2,1.65,13246.0,United Kingdom
568990,23032,DRAWER KNOB CRACKLE GLAZE IVORY,6,1.65,15933.0,United Kingdom
571205,22925,BLUE GIANT GARDEN THERMOMETER,2,5.95,15620.0,United Kingdom
546275,22248,DECORATION  PINK CHICK MAGIC GARDEN,16,0.85,13126.0,United Kingdom
547921,22961,JAM MAKING SET PRINTED,24,1.45,14766.0,United Kingdom
559369,21931,JUMBO STORAGE BAG SUKI,10,2.08,14388.0,United Kingdom
559401,22627,MINT KITCHEN SCALES,1,8.5,15039.0,United Kingdom
568204,22712,CARD DOLLY GIRL,12,0.42,13670.0,United Kingdom
554117,15044C,PURPLE PAPER PARASOL,3,2.95,13758.0,United Kingdom
545300,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,2.95,15092.0,United Kingdom
575516,84559A,3D SHEET OF DOG STICKERS,12,0.85,17340.0,United Kingdom
576661,23203,JUMBO BAG VINTAGE DOILY,2,2.08,17377.0,United Kingdom
578929,10135,COLOURING PENCILS BROWN TUBE,7,1.25,13064.0,United Kingdom
578488,23581,JUMBO BAG PAISLEY PARK,10,2.08,12784.0,Portugal
580501,22792,FLUTED ANTIQUE CANDLE HOLDER,8,0.85,14546.0,United Kingdom
578429,22530,MAGIC DRAWING SLATE DOLLY GIRL,4,0.42,16271.0,United Kingdom
557485,20713,JUMBO BAG OWLS,200,1.79,15769.0,United Kingdom
563184,22302,COFFEE MUG PEARS  DESIGN,2,2.55,17516.0,United Kingdom
545555,22682,FRENCH BLUE METAL DOOR SIGN 7,1,1.25,17757.0,United Kingdom
564860,85159A,"BLACK TEA,COFFEE,SUGAR JARS",12,1.95,17725.0,United Kingdom
572558,23282,FOLDING BUTTERFLY MIRROR IVORY,12,0.83,14286.0,United Kingdom
539579,21481,FAWN BLUE HOT WATER BOTTLE,2,2.95,16713.0,United Kingdom
562517,22908,PACK OF 20 NAPKINS RED APPLES,1,0.85,15719.0,United Kingdom
547374,84461,12 PINK HEN+CHICKS IN BASKET,1,2.55,16110.0,United Kingdom
545226,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,1.25,12428.0,Finland
576906,22043,CHRISTMAS CARD SCREEN PRINT,24,0.19,18225.0,United Kingdom
552231,22747,POPPY'S PLAYHOUSE BATHROOM,3,2.1,17364.0,United Kingdom
561879,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,4.95,13722.0,United Kingdom
542791,22064,PINK DOUGHNUT TRINKET POT,2,1.65,15039.0,United Kingdom
557211,22727,ALARM CLOCK BAKELIKE RED,8,3.75,15513.0,United Kingdom
552196,85178,VICTORIAN SEWING KIT,1,1.25,18078.0,United Kingdom
542578,22189,CREAM HEART CARD HOLDER,4,3.95,13709.0,United Kingdom
568193,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,4,2.95,17107.0,United Kingdom
575893,22178,VICTORIAN GLASS HANGING T-LIGHT,6,1.95,17088.0,United Kingdom
552320,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.55,13985.0,United Kingdom
549102,23076,ICE CREAM SUNDAE LIP GLOSS,48,1.25,13266.0,United Kingdom
551734,22544,MINI JIGSAW SPACEBOY,24,0.42,18178.0,United Kingdom
538250,84006,MAGIC TREE -PAPER FLOWERS,1,0.85,18118.0,United Kingdom
580298,22489,PACK OF 12 TRADITIONAL CRAYONS,24,0.42,17086.0,United Kingdom
570458,22383,LUNCH BAG SUKI DESIGN,2,1.65,14535.0,United Kingdom
569254,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,1.45,18116.0,United Kingdom
564378,23285,PINK VINTAGE SPOT BEAKER,8,0.85,12417.0,Belgium
576593,23504,PLAYING CARDS JUBILEE UNION JACK,2,1.25,15720.0,United Kingdom
569369,22457,NATURAL SLATE HEART CHALKBOARD,6,2.95,15105.0,United Kingdom
563110,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,8.25,14849.0,United Kingdom
579167,21534,DAIRY MAID LARGE MILK JUG,1,4.95,16800.0,United Kingdom
556246,84997C,CHILDRENS CUTLERY POLKADOT BLUE,1,4.15,16113.0,United Kingdom
555589,22712,CARD DOLLY GIRL,12,0.42,12802.0,Netherlands
564496,23152,IVORY SWEETHEART WIRE LETTER RACK,4,3.75,13050.0,United Kingdom
542228,22055,MINI CAKE STAND  HANGING STRAWBERY,8,1.65,13113.0,United Kingdom
577106,84519B,CARROT CHARLIE+LOLA COASTER SET,1,1.25,14456.0,United Kingdom
561969,22628,PICNIC BOXES SET OF 3 RETROSPOT,2,4.95,17757.0,United Kingdom
571034,22795,SWEETHEART RECIPE BOOK STAND,2,6.75,12359.0,Cyprus
557954,48188,DOORMAT WELCOME PUPPIES,2,7.95,15023.0,United Kingdom
536415,22147,FELTCRAFT BUTTERFLY HEARTS,4,1.45,12838.0,United Kingdom
573348,23321,SMALL WHITE HEART OF WICKER,6,1.65,14487.0,United Kingdom
556471,23269,SET OF 2 CERAMIC CHRISTMAS TREES,12,1.45,16466.0,United Kingdom
571117,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,4.25,16224.0,United Kingdom
559036,21205,MULTICOLOUR 3D BALLS GARLAND,6,2.55,12637.0,France
573153,22556,PLASTERS IN TIN CIRCUS PARADE,84,1.65,12678.0,France
568991,20971,PINK BLUE FELT CRAFT TRINKET BOX,3,1.25,18204.0,United Kingdom
563720,20762,GREEN FERN SKETCHBOOK,1,3.75,15867.0,United Kingdom
560712,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2.1,14456.0,United Kingdom
580848,21813,GARLAND WITH STARS AND BELLS,1,4.95,18005.0,United Kingdom
578757,23126,FELTCRAFT GIRL AMELIE KIT,1,4.95,12748.0,United Kingdom
555582,84978,HANGING HEART JAR T-LIGHT HOLDER,12,1.25,14312.0,United Kingdom
578246,22066,LOVE HEART TRINKET POT,48,0.39,13991.0,United Kingdom
580677,23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,6,2.08,16200.0,United Kingdom
546544,23177,TREASURE ISLAND BOOK BOX,8,2.25,16570.0,United Kingdom
569123,22197,POPCORN HOLDER,3,0.85,12748.0,United Kingdom
574734,22113,GREY HEART HOT WATER BOTTLE,2,4.25,15025.0,United Kingdom
563354,22097,SWALLOW SQUARE TISSUE BOX,1,0.39,15271.0,United Kingdom
565366,23206,LUNCH BAG APPLE DESIGN,10,1.65,17091.0,United Kingdom
568242,21698,MOCK LOBSTER FRIDGE MAGNET,24,0.39,14931.0,Channel Islands
552285,22367,CHILDRENS APRON SPACEBOY DESIGN,1,1.95,14684.0,United Kingdom
554963,23135,SMALL ZINC HEART WALL ORGANISER,4,5.75,14625.0,United Kingdom
544802,84971S,SMALL HEART FLOWERS HOOK,24,0.85,13149.0,United Kingdom
567204,22729,ALARM CLOCK BAKELIKE ORANGE,4,3.75,15365.0,United Kingdom
539988,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,4,1.65,18116.0,United Kingdom
562964,21671,RED SPOT CERAMIC DRAWER KNOB,12,1.25,13488.0,United Kingdom
551944,21749,LARGE RED RETROSPOT WINDMILL,2,2.1,14553.0,United Kingdom
540971,20675,BLUE POLKADOT BOWL,8,1.25,12383.0,Belgium
550459,84406B,CREAM CUPID HEARTS COAT HANGER,1,4.15,18116.0,United Kingdom
545988,85099F,JUMBO BAG STRAWBERRY,10,1.95,12662.0,Germany
553507,21122,SET/10 PINK POLKADOT PARTY CANDLES,2,1.25,17220.0,United Kingdom
542102,22804,CANDLEHOLDER PINK HANGING HEART,6,2.95,12744.0,Singapore
543978,20724,RED RETROSPOT CHARLOTTE BAG,6,0.85,12867.0,United Kingdom
572653,85049C,ROMANTIC PINKS RIBBONS,2,1.25,15861.0,United Kingdom
545602,22456,NATURAL SLATE CHALKBOARD LARGE,1,4.95,17315.0,United Kingdom
571726,23567,EGG CUP HENRIETTA HEN PINK,12,1.25,16191.0,United Kingdom
544040,21399,BLUE POLKADOT COFFEE MUG,6,2.1,14701.0,United Kingdom
565649,22624,IVORY KITCHEN SCALES,1,8.5,16712.0,United Kingdom
581173,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,11,0.29,17870.0,United Kingdom
562450,23213,STAR WREATH DECORATION WITH BELL,12,1.25,12562.0,France
568162,23199,JUMBO BAG APPLES,20,2.08,14194.0,United Kingdom
547556,22292,HANGING CHICK  YELLOW DECORATION,5,1.45,17250.0,United Kingdom
546376,21524,DOORMAT SPOTTY HOME SWEET HOME,2,7.95,13842.0,United Kingdom
558105,22382,LUNCH BAG SPACEBOY DESIGN,3,1.65,15644.0,United Kingdom
577778,22616,PACK OF 12 LONDON TISSUES,1,0.39,16549.0,United Kingdom
573075,22493,PAINT YOUR OWN CANVAS SET,1,1.65,17545.0,United Kingdom
577252,23331,DECORATIVE WICKER HEART SMALL,5,0.63,18034.0,United Kingdom
569261,23371,SET 36 COLOUR PENCILS SPACEBOY,2,1.25,17321.0,United Kingdom
552448,82482,WOODEN PICTURE FRAME WHITE FINISH,5,2.55,18120.0,United Kingdom
537888,21976,PACK OF 60 MUSHROOM CAKE CASES,48,0.55,15358.0,United Kingdom
572513,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,1,4.15,16728.0,United Kingdom
568955,23174,REGENCY SUGAR BOWL GREEN,4,4.15,13759.0,United Kingdom
566299,23212,PAINTED HEART WREATH WITH BELL,12,1.25,16871.0,United Kingdom
571847,23310,BUBBLEGUM RING ASSORTED,36,0.42,15220.0,United Kingdom
564373,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,8.5,15290.0,United Kingdom
565675,22605,WOODEN CROQUET GARDEN SET,8,12.75,15513.0,United Kingdom
577230,21642,ASSORTED TUTTI FRUTTI PEN,10,0.29,18034.0,United Kingdom
537192,21580,RABBIT  DESIGN  COTTON TOTE BAG,1,2.25,16402.0,United Kingdom
561116,22551,PLASTERS IN TIN SPACEBOY,96,1.45,13520.0,Switzerland
562603,22023,EMPIRE BIRTHDAY CARD,24,0.42,17870.0,United Kingdom
538002,21630,FLOOR CUSHION ELEPHANT CARNIVAL,2,8.95,14932.0,Channel Islands
552039,21201,TROPICAL  HONEYCOMB PAPER GARLAND,12,2.55,13081.0,United Kingdom
576051,21212,PACK OF 72 RETROSPOT CAKE CASES,24,0.55,14911.0,EIRE
555587,21175,GIN + TONIC DIET METAL SIGN,12,2.55,15687.0,United Kingdom
